i_rs	I(R_rs)	I(R_vs)	I(R_vs)/I(R_rs)
Step Information: Elec=100m  (Run: 1/4)
8.838000000000541e+000	1.550096e-001	8.682990e+000	5.601583e+001
8.839000000000540e+000	1.550197e-001	8.683980e+000	5.601857e+001
8.840000000000540e+000	1.550298e-001	8.684970e+000	5.602130e+001
8.841000000000539e+000	1.550399e-001	8.685960e+000	5.602404e+001
8.842000000000539e+000	1.550499e-001	8.686950e+000	5.602678e+001
8.843000000000538e+000	1.550601e-001	8.687940e+000	5.602952e+001
8.844000000000538e+000	1.550701e-001	8.688930e+000	5.603225e+001
8.845000000000537e+000	1.550802e-001	8.689919e+000	5.603499e+001
8.846000000000537e+000	1.550903e-001	8.690909e+000	5.603773e+001
8.847000000000536e+000	1.551004e-001	8.691899e+000	5.604046e+001
8.848000000000535e+000	1.551105e-001	8.692889e+000	5.604320e+001
8.849000000000535e+000	1.551206e-001	8.693879e+000	5.604593e+001
8.850000000000534e+000	1.551307e-001	8.694869e+000	5.604867e+001
8.851000000000534e+000	1.551408e-001	8.695859e+000	5.605140e+001
8.852000000000533e+000	1.551509e-001	8.696849e+000	5.605413e+001
8.853000000000533e+000	1.551610e-001	8.697839e+000	5.605687e+001
8.854000000000532e+000	1.551711e-001	8.698829e+000	5.605961e+001
8.855000000000532e+000	1.551812e-001	8.699819e+000	5.606234e+001
8.856000000000531e+000	1.551913e-001	8.700809e+000	5.606507e+001
8.857000000000530e+000	1.552013e-001	8.701798e+000	5.606780e+001
8.858000000000530e+000	1.552114e-001	8.702788e+000	5.607054e+001
8.859000000000529e+000	1.552215e-001	8.703778e+000	5.607326e+001
8.860000000000529e+000	1.552316e-001	8.704768e+000	5.607600e+001
8.861000000000528e+000	1.552417e-001	8.705758e+000	5.607873e+001
8.862000000000528e+000	1.552518e-001	8.706748e+000	5.608146e+001
8.863000000000527e+000	1.552619e-001	8.707738e+000	5.608419e+001
8.864000000000527e+000	1.552720e-001	8.708728e+000	5.608692e+001
8.865000000000526e+000	1.552821e-001	8.709718e+000	5.608965e+001
8.866000000000526e+000	1.552922e-001	8.710708e+000	5.609238e+001
8.867000000000525e+000	1.553023e-001	8.711698e+000	5.609511e+001
8.868000000000524e+000	1.553124e-001	8.712687e+000	5.609784e+001
8.869000000000524e+000	1.553224e-001	8.713677e+000	5.610057e+001
8.870000000000523e+000	1.553326e-001	8.714667e+000	5.610329e+001
8.871000000000523e+000	1.553426e-001	8.715657e+000	5.610602e+001
8.872000000000522e+000	1.553527e-001	8.716647e+000	5.610875e+001
8.873000000000522e+000	1.553628e-001	8.717637e+000	5.611148e+001
8.874000000000521e+000	1.553729e-001	8.718627e+000	5.611420e+001
8.875000000000521e+000	1.553830e-001	8.719617e+000	5.611693e+001
8.876000000000520e+000	1.553931e-001	8.720607e+000	5.611965e+001
8.877000000000519e+000	1.554032e-001	8.721597e+000	5.612238e+001
8.878000000000519e+000	1.554133e-001	8.722587e+000	5.612510e+001
8.879000000000518e+000	1.554234e-001	8.723577e+000	5.612783e+001
8.880000000000518e+000	1.554335e-001	8.724566e+000	5.613056e+001
8.881000000000517e+000	1.554435e-001	8.725556e+000	5.613328e+001
8.882000000000517e+000	1.554537e-001	8.726546e+000	5.613600e+001
8.883000000000516e+000	1.554637e-001	8.727536e+000	5.613873e+001
8.884000000000516e+000	1.554738e-001	8.728526e+000	5.614145e+001
8.885000000000515e+000	1.554839e-001	8.729516e+000	5.614417e+001
8.886000000000514e+000	1.554940e-001	8.730506e+000	5.614690e+001
8.887000000000514e+000	1.555041e-001	8.731496e+000	5.614962e+001
8.888000000000513e+000	1.555142e-001	8.732486e+000	5.615234e+001
8.889000000000513e+000	1.555243e-001	8.733476e+000	5.615506e+001
8.890000000000512e+000	1.555344e-001	8.734466e+000	5.615778e+001
8.891000000000512e+000	1.555445e-001	8.735456e+000	5.616050e+001
8.892000000000511e+000	1.555546e-001	8.736445e+000	5.616322e+001
8.893000000000511e+000	1.555647e-001	8.737435e+000	5.616594e+001
8.894000000000510e+000	1.555747e-001	8.738425e+000	5.616866e+001
8.895000000000509e+000	1.555848e-001	8.739415e+000	5.617138e+001
8.896000000000509e+000	1.555949e-001	8.740405e+000	5.617410e+001
8.897000000000508e+000	1.556050e-001	8.741395e+000	5.617682e+001
8.898000000000508e+000	1.556151e-001	8.742385e+000	5.617954e+001
8.899000000000507e+000	1.556252e-001	8.743375e+000	5.618226e+001
8.900000000000507e+000	1.556353e-001	8.744365e+000	5.618498e+001
8.901000000000506e+000	1.556454e-001	8.745355e+000	5.618769e+001
8.902000000000506e+000	1.556555e-001	8.746345e+000	5.619041e+001
8.903000000000505e+000	1.556656e-001	8.747334e+000	5.619313e+001
8.904000000000504e+000	1.556756e-001	8.748324e+000	5.619584e+001
8.905000000000504e+000	1.556857e-001	8.749314e+000	5.619856e+001
8.906000000000503e+000	1.556958e-001	8.750304e+000	5.620127e+001
8.907000000000503e+000	1.557059e-001	8.751294e+000	5.620399e+001
8.908000000000502e+000	1.557160e-001	8.752284e+000	5.620670e+001
8.909000000000502e+000	1.557261e-001	8.753274e+000	5.620942e+001
8.910000000000501e+000	1.557362e-001	8.754264e+000	5.621213e+001
8.911000000000501e+000	1.557463e-001	8.755254e+000	5.621485e+001
8.912000000000500e+000	1.557564e-001	8.756244e+000	5.621756e+001
8.913000000000499e+000	1.557665e-001	8.757234e+000	5.622027e+001
8.914000000000499e+000	1.557766e-001	8.758224e+000	5.622299e+001
8.915000000000498e+000	1.557866e-001	8.759213e+000	5.622570e+001
8.916000000000498e+000	1.557967e-001	8.760203e+000	5.622841e+001
8.917000000000497e+000	1.558068e-001	8.761193e+000	5.623113e+001
8.918000000000497e+000	1.558169e-001	8.762183e+000	5.623383e+001
8.919000000000496e+000	1.558270e-001	8.763173e+000	5.623655e+001
8.920000000000496e+000	1.558371e-001	8.764163e+000	5.623926e+001
8.921000000000495e+000	1.558472e-001	8.765153e+000	5.624197e+001
8.922000000000494e+000	1.558573e-001	8.766143e+000	5.624468e+001
8.923000000000494e+000	1.558674e-001	8.767133e+000	5.624739e+001
8.924000000000493e+000	1.558775e-001	8.768123e+000	5.625010e+001
8.925000000000493e+000	1.558876e-001	8.769113e+000	5.625281e+001
8.926000000000492e+000	1.558976e-001	8.770103e+000	5.625552e+001
8.927000000000492e+000	1.559077e-001	8.771092e+000	5.625822e+001
8.928000000000491e+000	1.559178e-001	8.772082e+000	5.626093e+001
8.929000000000491e+000	1.559279e-001	8.773072e+000	5.626364e+001
8.930000000000490e+000	1.559380e-001	8.774062e+000	5.626635e+001
8.931000000000489e+000	1.559481e-001	8.775052e+000	5.626906e+001
8.932000000000489e+000	1.559582e-001	8.776042e+000	5.627177e+001
8.933000000000488e+000	1.559683e-001	8.777032e+000	5.627447e+001
8.934000000000488e+000	1.559784e-001	8.778022e+000	5.627717e+001
8.935000000000487e+000	1.559885e-001	8.779012e+000	5.627988e+001
8.936000000000487e+000	1.559985e-001	8.780002e+000	5.628259e+001
8.937000000000486e+000	1.560086e-001	8.780992e+000	5.628529e+001
8.938000000000486e+000	1.560187e-001	8.781981e+000	5.628800e+001
8.939000000000485e+000	1.560288e-001	8.782971e+000	5.629070e+001
8.940000000000484e+000	1.560389e-001	8.783961e+000	5.629341e+001
8.941000000000484e+000	1.560490e-001	8.784951e+000	5.629611e+001
8.942000000000483e+000	1.560591e-001	8.785941e+000	5.629881e+001
8.943000000000483e+000	1.560692e-001	8.786931e+000	5.630152e+001
8.944000000000482e+000	1.560793e-001	8.787921e+000	5.630422e+001
8.945000000000482e+000	1.560894e-001	8.788911e+000	5.630692e+001
8.946000000000481e+000	1.560994e-001	8.789901e+000	5.630962e+001
8.947000000000481e+000	1.561095e-001	8.790891e+000	5.631233e+001
8.948000000000480e+000	1.561196e-001	8.791881e+000	5.631503e+001
8.949000000000480e+000	1.561297e-001	8.792871e+000	5.631773e+001
8.950000000000479e+000	1.561398e-001	8.793860e+000	5.632043e+001
8.951000000000478e+000	1.561499e-001	8.794850e+000	5.632313e+001
8.952000000000478e+000	1.561600e-001	8.795840e+000	5.632583e+001
8.953000000000477e+000	1.561701e-001	8.796830e+000	5.632853e+001
8.954000000000477e+000	1.561802e-001	8.797820e+000	5.633123e+001
8.955000000000476e+000	1.561902e-001	8.798810e+000	5.633393e+001
8.956000000000476e+000	1.562003e-001	8.799800e+000	5.633663e+001
8.957000000000475e+000	1.562104e-001	8.800790e+000	5.633933e+001
8.958000000000475e+000	1.562205e-001	8.801780e+000	5.634202e+001
8.959000000000474e+000	1.562306e-001	8.802770e+000	5.634472e+001
8.960000000000473e+000	1.562407e-001	8.803760e+000	5.634742e+001
8.961000000000473e+000	1.562508e-001	8.804749e+000	5.635012e+001
8.962000000000472e+000	1.562609e-001	8.805739e+000	5.635281e+001
8.963000000000472e+000	1.562710e-001	8.806729e+000	5.635551e+001
8.964000000000471e+000	1.562810e-001	8.807719e+000	5.635821e+001
8.965000000000471e+000	1.562911e-001	8.808709e+000	5.636090e+001
8.966000000000470e+000	1.563012e-001	8.809699e+000	5.636359e+001
8.967000000000470e+000	1.563113e-001	8.810689e+000	5.636629e+001
8.968000000000469e+000	1.563214e-001	8.811679e+000	5.636898e+001
8.969000000000468e+000	1.563315e-001	8.812669e+000	5.637168e+001
8.970000000000468e+000	1.563416e-001	8.813659e+000	5.637437e+001
8.971000000000467e+000	1.563517e-001	8.814649e+000	5.637707e+001
8.972000000000467e+000	1.563618e-001	8.815639e+000	5.637976e+001
8.973000000000466e+000	1.563718e-001	8.816628e+000	5.638245e+001
8.974000000000466e+000	1.563819e-001	8.817618e+000	5.638515e+001
8.975000000000465e+000	1.563920e-001	8.818608e+000	5.638784e+001
8.976000000000465e+000	1.564021e-001	8.819598e+000	5.639053e+001
8.977000000000464e+000	1.564122e-001	8.820588e+000	5.639322e+001
8.978000000000463e+000	1.564223e-001	8.821578e+000	5.639592e+001
8.979000000000463e+000	1.564324e-001	8.822568e+000	5.639861e+001
8.980000000000462e+000	1.564425e-001	8.823558e+000	5.640130e+001
8.981000000000462e+000	1.564526e-001	8.824548e+000	5.640399e+001
8.982000000000461e+000	1.564626e-001	8.825538e+000	5.640668e+001
8.983000000000461e+000	1.564727e-001	8.826528e+000	5.640937e+001
8.984000000000460e+000	1.564828e-001	8.827518e+000	5.641206e+001
8.985000000000460e+000	1.564929e-001	8.828507e+000	5.641475e+001
8.986000000000459e+000	1.565030e-001	8.829497e+000	5.641743e+001
8.987000000000458e+000	1.565131e-001	8.830487e+000	5.642012e+001
8.988000000000458e+000	1.565232e-001	8.831477e+000	5.642281e+001
8.989000000000457e+000	1.565333e-001	8.832467e+000	5.642550e+001
8.990000000000457e+000	1.565433e-001	8.833457e+000	5.642819e+001
8.991000000000456e+000	1.565534e-001	8.834447e+000	5.643087e+001
8.992000000000456e+000	1.565635e-001	8.835437e+000	5.643356e+001
8.993000000000455e+000	1.565736e-001	8.836427e+000	5.643625e+001
8.994000000000455e+000	1.565837e-001	8.837417e+000	5.643893e+001
8.995000000000454e+000	1.565938e-001	8.838407e+000	5.644162e+001
8.996000000000453e+000	1.566039e-001	8.839396e+000	5.644430e+001
8.997000000000453e+000	1.566140e-001	8.840386e+000	5.644699e+001
8.998000000000452e+000	1.566240e-001	8.841376e+000	5.644967e+001
8.999000000000452e+000	1.566341e-001	8.842366e+000	5.645236e+001
9.000000000000451e+000	1.566442e-001	8.843356e+000	5.645504e+001
9.001000000000451e+000	1.566543e-001	8.844346e+000	5.645772e+001
9.002000000000450e+000	1.566644e-001	8.845336e+000	5.646041e+001
9.003000000000450e+000	1.566745e-001	8.846326e+000	5.646309e+001
9.004000000000449e+000	1.566846e-001	8.847316e+000	5.646577e+001
9.005000000000448e+000	1.566947e-001	8.848306e+000	5.646846e+001
9.006000000000448e+000	1.567048e-001	8.849296e+000	5.647114e+001
9.007000000000447e+000	1.567148e-001	8.850286e+000	5.647382e+001
9.008000000000447e+000	1.567249e-001	8.851275e+000	5.647650e+001
9.009000000000446e+000	1.567350e-001	8.852265e+000	5.647918e+001
9.010000000000446e+000	1.567451e-001	8.853255e+000	5.648186e+001
9.011000000000445e+000	1.567552e-001	8.854245e+000	5.648454e+001
9.012000000000445e+000	1.567653e-001	8.855235e+000	5.648722e+001
9.013000000000444e+000	1.567754e-001	8.856225e+000	5.648990e+001
9.014000000000443e+000	1.567855e-001	8.857215e+000	5.649258e+001
9.015000000000443e+000	1.567955e-001	8.858205e+000	5.649526e+001
9.016000000000442e+000	1.568056e-001	8.859195e+000	5.649794e+001
9.017000000000442e+000	1.568157e-001	8.860185e+000	5.650062e+001
9.018000000000441e+000	1.568258e-001	8.861175e+000	5.650330e+001
9.019000000000441e+000	1.568359e-001	8.862164e+000	5.650597e+001
9.020000000000440e+000	1.568460e-001	8.863154e+000	5.650865e+001
9.021000000000440e+000	1.568561e-001	8.864144e+000	5.651133e+001
9.022000000000439e+000	1.568661e-001	8.865134e+000	5.651400e+001
9.023000000000438e+000	1.568762e-001	8.866124e+000	5.651668e+001
9.024000000000438e+000	1.568863e-001	8.867114e+000	5.651936e+001
9.025000000000437e+000	1.568964e-001	8.868104e+000	5.652203e+001
9.026000000000437e+000	1.569065e-001	8.869094e+000	5.652471e+001
9.027000000000436e+000	1.569166e-001	8.870084e+000	5.652738e+001
9.028000000000436e+000	1.569267e-001	8.871074e+000	5.653006e+001
9.029000000000435e+000	1.569368e-001	8.872064e+000	5.653273e+001
9.030000000000435e+000	1.569468e-001	8.873054e+000	5.653541e+001
9.031000000000434e+000	1.569569e-001	8.874043e+000	5.653808e+001
9.032000000000434e+000	1.569670e-001	8.875033e+000	5.654075e+001
9.033000000000433e+000	1.569771e-001	8.876023e+000	5.654343e+001
9.034000000000432e+000	1.569872e-001	8.877013e+000	5.654610e+001
9.035000000000432e+000	1.569973e-001	8.878003e+000	5.654877e+001
9.036000000000431e+000	1.570074e-001	8.878993e+000	5.655144e+001
9.037000000000431e+000	1.570175e-001	8.879983e+000	5.655411e+001
9.038000000000430e+000	1.570275e-001	8.880973e+000	5.655678e+001
9.039000000000430e+000	1.570376e-001	8.881963e+000	5.655945e+001
9.040000000000429e+000	1.570477e-001	8.882953e+000	5.656213e+001
9.041000000000429e+000	1.570578e-001	8.883943e+000	5.656480e+001
9.042000000000428e+000	1.570679e-001	8.884933e+000	5.656747e+001
9.043000000000427e+000	1.570780e-001	8.885922e+000	5.657014e+001
9.044000000000427e+000	1.570881e-001	8.886912e+000	5.657281e+001
9.045000000000426e+000	1.570981e-001	8.887902e+000	5.657548e+001
9.046000000000426e+000	1.571082e-001	8.888892e+000	5.657814e+001
9.047000000000425e+000	1.571183e-001	8.889882e+000	5.658081e+001
9.048000000000425e+000	1.571284e-001	8.890872e+000	5.658348e+001
9.049000000000424e+000	1.571385e-001	8.891862e+000	5.658615e+001
9.050000000000424e+000	1.571486e-001	8.892852e+000	5.658882e+001
9.051000000000423e+000	1.571587e-001	8.893842e+000	5.659148e+001
9.052000000000422e+000	1.571687e-001	8.894832e+000	5.659415e+001
9.053000000000422e+000	1.571788e-001	8.895822e+000	5.659682e+001
9.054000000000421e+000	1.571889e-001	8.896811e+000	5.659948e+001
9.055000000000421e+000	1.571990e-001	8.897801e+000	5.660215e+001
9.056000000000420e+000	1.572091e-001	8.898791e+000	5.660481e+001
9.057000000000420e+000	1.572192e-001	8.899781e+000	5.660748e+001
9.058000000000419e+000	1.572293e-001	8.900771e+000	5.661014e+001
9.059000000000419e+000	1.572393e-001	8.901761e+000	5.661281e+001
9.060000000000418e+000	1.572494e-001	8.902751e+000	5.661547e+001
9.061000000000417e+000	1.572595e-001	8.903741e+000	5.661813e+001
9.062000000000417e+000	1.572696e-001	8.904731e+000	5.662080e+001
9.063000000000416e+000	1.572797e-001	8.905721e+000	5.662346e+001
9.064000000000416e+000	1.572898e-001	8.906711e+000	5.662613e+001
9.065000000000415e+000	1.572999e-001	8.907701e+000	5.662879e+001
9.066000000000415e+000	1.573099e-001	8.908690e+000	5.663145e+001
9.067000000000414e+000	1.573200e-001	8.909680e+000	5.663411e+001
9.068000000000414e+000	1.573301e-001	8.910670e+000	5.663677e+001
9.069000000000413e+000	1.573402e-001	8.911660e+000	5.663943e+001
9.070000000000412e+000	1.573503e-001	8.912650e+000	5.664210e+001
9.071000000000412e+000	1.573604e-001	8.913640e+000	5.664476e+001
9.072000000000411e+000	1.573705e-001	8.914630e+000	5.664742e+001
9.073000000000411e+000	1.573806e-001	8.915620e+000	5.665007e+001
9.074000000000410e+000	1.573906e-001	8.916610e+000	5.665273e+001
9.075000000000410e+000	1.574007e-001	8.917600e+000	5.665540e+001
9.076000000000409e+000	1.574108e-001	8.918590e+000	5.665805e+001
9.077000000000409e+000	1.574209e-001	8.919580e+000	5.666071e+001
9.078000000000408e+000	1.574310e-001	8.920569e+000	5.666337e+001
9.079000000000407e+000	1.574411e-001	8.921559e+000	5.666603e+001
9.080000000000407e+000	1.574512e-001	8.922549e+000	5.666868e+001
9.081000000000406e+000	1.574612e-001	8.923539e+000	5.667134e+001
9.082000000000406e+000	1.574713e-001	8.924529e+000	5.667400e+001
9.083000000000405e+000	1.574814e-001	8.925519e+000	5.667665e+001
9.084000000000405e+000	1.574915e-001	8.926509e+000	5.667931e+001
9.085000000000404e+000	1.575016e-001	8.927499e+000	5.668196e+001
9.086000000000404e+000	1.575117e-001	8.928489e+000	5.668462e+001
9.087000000000403e+000	1.575217e-001	8.929479e+000	5.668728e+001
9.088000000000402e+000	1.575318e-001	8.930469e+000	5.668993e+001
9.089000000000402e+000	1.575419e-001	8.931458e+000	5.669259e+001
9.090000000000401e+000	1.575520e-001	8.932448e+000	5.669524e+001
9.091000000000401e+000	1.575621e-001	8.933438e+000	5.669790e+001
9.092000000000400e+000	1.575722e-001	8.934428e+000	5.670055e+001
9.093000000000400e+000	1.575823e-001	8.935418e+000	5.670320e+001
9.094000000000399e+000	1.575923e-001	8.936408e+000	5.670585e+001
9.095000000000399e+000	1.576024e-001	8.937398e+000	5.670851e+001
9.096000000000398e+000	1.576125e-001	8.938388e+000	5.671116e+001
9.097000000000397e+000	1.576226e-001	8.939378e+000	5.671381e+001
9.098000000000397e+000	1.576327e-001	8.940368e+000	5.671646e+001
9.099000000000396e+000	1.576428e-001	8.941358e+000	5.671911e+001
9.100000000000396e+000	1.576528e-001	8.942348e+000	5.672177e+001
9.101000000000395e+000	1.576629e-001	8.943337e+000	5.672442e+001
9.102000000000395e+000	1.576730e-001	8.944327e+000	5.672706e+001
9.103000000000394e+000	1.576831e-001	8.945317e+000	5.672971e+001
9.104000000000394e+000	1.576932e-001	8.946307e+000	5.673237e+001
9.105000000000393e+000	1.577033e-001	8.947297e+000	5.673501e+001
9.106000000000392e+000	1.577134e-001	8.948287e+000	5.673766e+001
9.107000000000392e+000	1.577234e-001	8.949277e+000	5.674031e+001
9.108000000000391e+000	1.577335e-001	8.950267e+000	5.674296e+001
9.109000000000391e+000	1.577436e-001	8.951257e+000	5.674561e+001
9.110000000000390e+000	1.577537e-001	8.952247e+000	5.674825e+001
9.111000000000390e+000	1.577638e-001	8.953237e+000	5.675090e+001
9.112000000000389e+000	1.577739e-001	8.954226e+000	5.675355e+001
9.113000000000389e+000	1.577839e-001	8.955216e+000	5.675620e+001
9.114000000000388e+000	1.577940e-001	8.956206e+000	5.675884e+001
9.115000000000388e+000	1.578041e-001	8.957196e+000	5.676149e+001
9.116000000000387e+000	1.578142e-001	8.958186e+000	5.676414e+001
9.117000000000386e+000	1.578243e-001	8.959176e+000	5.676678e+001
9.118000000000386e+000	1.578344e-001	8.960166e+000	5.676942e+001
9.119000000000385e+000	1.578445e-001	8.961156e+000	5.677207e+001
9.120000000000385e+000	1.578545e-001	8.962146e+000	5.677472e+001
9.121000000000384e+000	1.578646e-001	8.963136e+000	5.677736e+001
9.122000000000384e+000	1.578747e-001	8.964126e+000	5.678000e+001
9.123000000000383e+000	1.578848e-001	8.965116e+000	5.678265e+001
9.124000000000383e+000	1.578949e-001	8.966105e+000	5.678529e+001
9.125000000000382e+000	1.579050e-001	8.967095e+000	5.678793e+001
9.126000000000381e+000	1.579150e-001	8.968085e+000	5.679057e+001
9.127000000000381e+000	1.579251e-001	8.969075e+000	5.679322e+001
9.128000000000380e+000	1.579352e-001	8.970065e+000	5.679586e+001
9.129000000000380e+000	1.579453e-001	8.971055e+000	5.679850e+001
9.130000000000379e+000	1.579554e-001	8.972045e+000	5.680114e+001
9.131000000000379e+000	1.579655e-001	8.973035e+000	5.680378e+001
9.132000000000378e+000	1.579755e-001	8.974025e+000	5.680642e+001
9.133000000000378e+000	1.579856e-001	8.975015e+000	5.680906e+001
9.134000000000377e+000	1.579957e-001	8.976005e+000	5.681170e+001
9.135000000000376e+000	1.580058e-001	8.976995e+000	5.681434e+001
9.136000000000376e+000	1.580159e-001	8.977984e+000	5.681698e+001
9.137000000000375e+000	1.580260e-001	8.978974e+000	5.681962e+001
9.138000000000375e+000	1.580360e-001	8.979964e+000	5.682226e+001
9.139000000000374e+000	1.580461e-001	8.980954e+000	5.682489e+001
9.140000000000374e+000	1.580562e-001	8.981944e+000	5.682753e+001
9.141000000000373e+000	1.580663e-001	8.982934e+000	5.683017e+001
9.142000000000373e+000	1.580764e-001	8.983924e+000	5.683281e+001
9.143000000000372e+000	1.580864e-001	8.984914e+000	5.683545e+001
9.144000000000371e+000	1.580965e-001	8.985904e+000	5.683808e+001
9.145000000000371e+000	1.581066e-001	8.986894e+000	5.684072e+001
9.146000000000370e+000	1.581167e-001	8.987884e+000	5.684335e+001
9.147000000000370e+000	1.581268e-001	8.988873e+000	5.684599e+001
9.148000000000369e+000	1.581369e-001	8.989863e+000	5.684862e+001
9.149000000000369e+000	1.581469e-001	8.990853e+000	5.685126e+001
9.150000000000368e+000	1.581570e-001	8.991843e+000	5.685389e+001
9.151000000000368e+000	1.581671e-001	8.992833e+000	5.685653e+001
9.152000000000367e+000	1.581772e-001	8.993823e+000	5.685916e+001
9.153000000000366e+000	1.581873e-001	8.994813e+000	5.686179e+001
9.154000000000366e+000	1.581974e-001	8.995803e+000	5.686443e+001
9.155000000000365e+000	1.582074e-001	8.996793e+000	5.686706e+001
9.156000000000365e+000	1.582175e-001	8.997783e+000	5.686969e+001
9.157000000000364e+000	1.582276e-001	8.998773e+000	5.687232e+001
9.158000000000364e+000	1.582377e-001	8.999763e+000	5.687496e+001
9.159000000000363e+000	1.582478e-001	9.000752e+000	5.687759e+001
9.160000000000363e+000	1.582579e-001	9.001742e+000	5.688022e+001
9.161000000000362e+000	1.582679e-001	9.002732e+000	5.688285e+001
9.162000000000361e+000	1.582780e-001	9.003722e+000	5.688548e+001
9.163000000000361e+000	1.582881e-001	9.004712e+000	5.688811e+001
9.164000000000360e+000	1.582982e-001	9.005702e+000	5.689074e+001
9.165000000000360e+000	1.583083e-001	9.006692e+000	5.689337e+001
9.166000000000359e+000	1.583184e-001	9.007682e+000	5.689600e+001
9.167000000000359e+000	1.583284e-001	9.008672e+000	5.689863e+001
9.168000000000358e+000	1.583385e-001	9.009662e+000	5.690126e+001
9.169000000000358e+000	1.583486e-001	9.010652e+000	5.690389e+001
9.170000000000357e+000	1.583587e-001	9.011642e+000	5.690652e+001
9.171000000000356e+000	1.583688e-001	9.012631e+000	5.690914e+001
9.172000000000356e+000	1.583789e-001	9.013621e+000	5.691177e+001
9.173000000000355e+000	1.583889e-001	9.014611e+000	5.691440e+001
9.174000000000355e+000	1.583990e-001	9.015601e+000	5.691702e+001
9.175000000000354e+000	1.584091e-001	9.016591e+000	5.691965e+001
9.176000000000354e+000	1.584192e-001	9.017581e+000	5.692228e+001
9.177000000000353e+000	1.584293e-001	9.018571e+000	5.692491e+001
9.178000000000353e+000	1.584394e-001	9.019561e+000	5.692753e+001
9.179000000000352e+000	1.584494e-001	9.020551e+000	5.693015e+001
9.180000000000351e+000	1.584595e-001	9.021541e+000	5.693278e+001
9.181000000000351e+000	1.584696e-001	9.022531e+000	5.693540e+001
9.182000000000350e+000	1.584797e-001	9.023520e+000	5.693803e+001
9.183000000000350e+000	1.584898e-001	9.024510e+000	5.694065e+001
9.184000000000349e+000	1.584999e-001	9.025500e+000	5.694327e+001
9.185000000000349e+000	1.585099e-001	9.026490e+000	5.694590e+001
9.186000000000348e+000	1.585200e-001	9.027480e+000	5.694852e+001
9.187000000000348e+000	1.585301e-001	9.028470e+000	5.695115e+001
9.188000000000347e+000	1.585402e-001	9.029460e+000	5.695377e+001
9.189000000000346e+000	1.585503e-001	9.030450e+000	5.695639e+001
9.190000000000346e+000	1.585603e-001	9.031440e+000	5.695901e+001
9.191000000000345e+000	1.585704e-001	9.032430e+000	5.696163e+001
9.192000000000345e+000	1.585805e-001	9.033420e+000	5.696425e+001
9.193000000000344e+000	1.585906e-001	9.034410e+000	5.696687e+001
9.194000000000344e+000	1.586007e-001	9.035399e+000	5.696950e+001
9.195000000000343e+000	1.586107e-001	9.036389e+000	5.697211e+001
9.196000000000343e+000	1.586208e-001	9.037379e+000	5.697473e+001
9.197000000000342e+000	1.586309e-001	9.038369e+000	5.697735e+001
9.198000000000342e+000	1.586410e-001	9.039359e+000	5.697997e+001
9.199000000000341e+000	1.586511e-001	9.040349e+000	5.698259e+001
9.200000000000340e+000	1.586612e-001	9.041339e+000	5.698521e+001
9.201000000000340e+000	1.586712e-001	9.042329e+000	5.698783e+001
9.202000000000339e+000	1.586813e-001	9.043319e+000	5.699044e+001
9.203000000000339e+000	1.586914e-001	9.044309e+000	5.699306e+001
9.204000000000338e+000	1.587015e-001	9.045299e+000	5.699568e+001
9.205000000000338e+000	1.587116e-001	9.046288e+000	5.699829e+001
9.206000000000337e+000	1.587216e-001	9.047278e+000	5.700091e+001
9.207000000000337e+000	1.587317e-001	9.048268e+000	5.700353e+001
9.208000000000336e+000	1.587418e-001	9.049258e+000	5.700615e+001
9.209000000000335e+000	1.587519e-001	9.050248e+000	5.700876e+001
9.210000000000335e+000	1.587620e-001	9.051238e+000	5.701138e+001
9.211000000000334e+000	1.587721e-001	9.052228e+000	5.701399e+001
9.212000000000334e+000	1.587821e-001	9.053218e+000	5.701661e+001
9.213000000000333e+000	1.587922e-001	9.054208e+000	5.701922e+001
9.214000000000333e+000	1.588023e-001	9.055198e+000	5.702183e+001
9.215000000000332e+000	1.588124e-001	9.056188e+000	5.702445e+001
9.216000000000332e+000	1.588225e-001	9.057178e+000	5.702706e+001
9.217000000000331e+000	1.588325e-001	9.058167e+000	5.702967e+001
9.218000000000330e+000	1.588426e-001	9.059157e+000	5.703228e+001
9.219000000000330e+000	1.588527e-001	9.060147e+000	5.703490e+001
9.220000000000329e+000	1.588628e-001	9.061137e+000	5.703751e+001
9.221000000000329e+000	1.588729e-001	9.062127e+000	5.704012e+001
9.222000000000328e+000	1.588829e-001	9.063117e+000	5.704273e+001
9.223000000000328e+000	1.588930e-001	9.064107e+000	5.704534e+001
9.224000000000327e+000	1.589031e-001	9.065097e+000	5.704795e+001
9.225000000000327e+000	1.589132e-001	9.066087e+000	5.705057e+001
9.226000000000326e+000	1.589233e-001	9.067077e+000	5.705317e+001
9.227000000000325e+000	1.589333e-001	9.068067e+000	5.705579e+001
9.228000000000325e+000	1.589434e-001	9.069057e+000	5.705839e+001
9.229000000000324e+000	1.589535e-001	9.070046e+000	5.706100e+001
9.230000000000324e+000	1.589636e-001	9.071036e+000	5.706361e+001
9.231000000000323e+000	1.589737e-001	9.072026e+000	5.706622e+001
9.232000000000323e+000	1.589838e-001	9.073016e+000	5.706883e+001
9.233000000000322e+000	1.589938e-001	9.074006e+000	5.707144e+001
9.234000000000322e+000	1.590039e-001	9.074996e+000	5.707404e+001
9.235000000000321e+000	1.590140e-001	9.075986e+000	5.707665e+001
